,occ_code,occ_title,occ_group,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly
228,19-1029,"biological scientists, all other",detailed,"37,590",1.9,38.56,"80,200",1.3,20.67,27.46,36.87,45.21,58.35,"42,990","57,120","76,690","94,040","121,360",,
229,19-1030,conservation scientists and foresters,broad,"30,340",1.4,30.76,"63,990",0.6,17.38,22.67,29.31,37.25,45.28,"36,150","47,150","60,970","77,480","94,190",,
230,19-1031,conservation scientists,detailed,"22,040",1.8,31.18,"64,850",0.8,16.22,22.26,29.56,37.88,46.87,"33,740","46,310","61,480","78,780","97,490",,
231,19-1032,foresters,detailed,"8,300",2,29.67,"61,710",0.5,19.46,23.55,28.9,34.73,40.78,"40,480","48,980","60,120","72,250","84,830",,
232,19-1040,medical scientists,broad,"118,560",2.7,45.64,"94,920",1.5,21.64,27.68,38.93,55.68,76.3,"45,000","57,580","80,970","115,810","158,690",,
233,19-1041,epidemiologists,detailed,"6,870",1.9,36.65,"76,230",1.6,20.58,26.53,33.49,42.77,54.6,"42,810","55,190","69,660","88,960","113,560",,
234,19-1042,"medical scientists, except epidemiologists",detailed,"111,690",2.8,46.19,"96,070",1.5,21.69,27.8,39.46,56.48,77.17,"45,120","57,820","82,090","117,470","160,520",,
235,19-1090,miscellaneous life scientists,broad,"7,120",4.6,39.55,"82,270",2.1,20.47,26.05,35.84,49.14,66.08,"42,590","54,180","74,540","102,210","137,440",,
236,19-1099,"life scientists, all other",detailed,"7,120",4.6,39.55,"82,270",2.1,20.47,26.05,35.84,49.14,66.08,"42,590","54,180","74,540","102,210","137,440",,
237,19-2000,physical scientists,minor,"253,660",1.1,42.53,"88,470",0.6,21.18,27.52,37.88,52.82,70.02,"44,050","57,240","78,790","109,870","145,630",,
238,19-2010,astronomers and physicists,broad,"18,720",4.7,58.47,"121,620",1.5,27.38,39.25,56.36,74.49,90.5,"56,950","81,650","117,220","154,940","188,230",,
239,19-2011,astronomers,detailed,"2,020",9.2,52.67,"109,560",3,26.02,33.76,48.36,70.01,79.46,"54,110","70,220","100,590","145,630","165,280",,
240,19-2012,physicists,detailed,"16,710",4.9,59.17,"123,080",1.5,27.61,40.09,57.13,74.82,91.6,"57,430","83,380","118,830","155,620","190,540",,
241,19-2020,atmospheric and space scientists,broad,"8,940",3.5,45.05,"93,710",1.1,24.13,33.03,44.27,54.27,66.47,"50,180","68,700","92,070","112,880","138,250",,
243,19-2030,chemists and materials scientists,broad,"91,880",2.1,40.14,"83,500",0.8,20.83,26.77,36.67,49.9,64.29,"43,330","55,680","76,280","103,800","133,730",,
244,19-2031,chemists,detailed,"84,400",2.3,39.36,"81,870",0.9,20.66,26.42,35.94,48.78,62.77,"42,960","54,960","74,740","101,460","130,560",,
245,19-2032,materials scientists,detailed,"7,470",5.3,48.99,"101,910",1.5,24.64,33.63,47.85,61.95,76.28,"51,250","69,960","99,530","128,850","158,660",,
246,19-2040,environmental scientists and geoscientists,broad,"116,790",1.4,40.33,"83,890",0.7,20.68,26.49,35.51,48.4,64.2,"43,010","55,100","73,860","100,670","133,530",,
247,19-2041,"environmental scientists and specialists, including health",detailed,"81,920",1.5,36.64,"76,220",0.8,19.99,25.29,33.37,44.55,58.9,"41,580","52,610","69,400","92,660","122,510",,
248,19-2042,"geoscientists, except hydrologists and geographers",detailed,"28,520",3.6,50.88,"105,830",1.5,23.48,30.46,43.2,60.31,88.52,"48,850","63,350","89,850","125,450","184,130",,
249,19-2043,hydrologists,detailed,"6,350",3.5,40.53,"84,290",1.1,24.47,30.3,38.46,48.57,59.07,"50,900","63,030","79,990","101,020","122,870",,
250,19-2090,miscellaneous physical scientists,broad,"17,320",2.5,51.53,"107,180",1.4,24.18,34.97,49.99,63.7,77.84,"50,300","72,740","103,990","132,490","161,900",,
251,19-2099,"physical scientists, all other",detailed,"17,320",2.5,51.53,"107,180",1.4,24.18,34.97,49.99,63.7,77.84,"50,300","72,740","103,990","132,490","161,900",,
252,19-3000,social scientists and related workers,minor,"243,150",0.9,39.96,"83,110",1,20.52,27.53,37.01,48.72,61.26,"42,690","57,250","76,970","101,330","127,430",,
253,19-3010,economists,broad,"19,550",4.5,54.16,"112,650",1.3,27.11,36.35,49.27,66.59,82.97,"56,400","75,610","102,490","138,500","172,580",,
255,19-3020,survey researchers,broad,"11,270",4.8,29.18,"60,700",2.2,12.98,18.66,26.09,37.16,48.4,"27,000","38,820","54,270","77,280","100,660",,
257,19-3030,psychologists,broad,"121,870",1.3,39.79,"82,770",0.7,20.35,27.42,37.03,48.51,59.87,"42,330","57,040","77,030","100,900","124,520",,
258,19-3031,"clinical, counseling, and school psychologists",detailed,"108,060",1.4,39.1,"81,330",0.7,20.41,27.19,36.1,47.24,59.58,"42,460","56,560","75,090","98,260","123,920",,
259,19-3032,industrial-organizational psychologists,detailed,920,14.1,49.29,"102,530",5.6,24.39,29.94,41.87,63.73,88.71,"50,730","62,280","87,100","132,560","184,520",,
260,19-3039,"psychologists, all other",detailed,"12,880",2,44.92,"93,440",1.7,19.33,33.85,46.99,53.63,60.64,"40,210","70,410","97,740","111,560","126,140",,
261,19-3040,sociologists,broad,"2,770",5.6,41.41,"86,130",3,18.61,27.51,38.29,50.99,68.01,"38,710","57,220","79,650","106,060","141,450",,
263,19-3050,urban and regional planners,broad,"35,310",1.4,35.75,"74,350",0.5,21.48,26.9,34.37,43.15,52.01,"44,680","55,960","71,490","89,760","108,170",,
265,19-3090,miscellaneous social scientists and related workers,broad,"52,380",2.2,40.12,"83,450",1.7,21.4,28.81,37.83,49.87,62.08,"44,500","59,930","78,680","103,720","129,130",,
266,19-3091,anthropologists and archeologists,detailed,"6,120",4.6,31.89,"66,330",1.2,17.5,23.06,29.94,39.02,47.88,"36,390","47,970","62,280","81,170","99,580",,
267,19-3092,geographers,detailed,"1,400",8.5,36.92,"76,790",1.2,23.09,28.89,36.95,44.73,50.34,"48,020","60,080","76,860","93,030","104,710",,
268,19-3093,historians,detailed,"3,060",4.7,30.88,"64,220",2.5,13.72,18.57,28.42,40.47,51.6,"28,540","38,620","59,120","84,180","107,330",,
269,19-3094,political scientists,detailed,"6,320",7,53.86,"112,030",2.7,26.99,39.6,55.34,70.01,77.83,"56,150","82,370","115,110","145,620","161,890",,
270,19-3099,"social scientists and related workers, all other",detailed,"35,490",2.9,40.01,"83,230",1,23.36,29.84,38.16,49.06,59.25,"48,580","62,070","79,370","102,040","123,230",,
271,19-4000,"life, physical, and social science technicians",minor,"359,180",1,24.02,"49,970",0.4,13.42,16.71,22.01,28.99,37.6,"27,920","34,750","45,780","60,290","78,210",,
272,19-4010,agricultural and food science technicians,broad,"21,120",3,20.63,"42,910",1,12.67,15.42,19.19,24,30.16,"26,350","32,070","39,910","49,920","62,740",,
274,19-4020,biological technicians,broad,"74,980",2.6,22.79,"47,410",0.6,14,16.69,21.06,27.17,33.92,"29,120","34,720","43,800","56,510","70,560",,
276,19-4030,chemical technicians,broad,"64,550",1.9,24.52,"51,010",0.9,13.92,17.35,22.73,29.9,37.67,"28,960","36,090","47,280","62,190","78,350",,
278,19-4040,geological and petroleum technicians,broad,"14,820",4.7,30.5,"63,450",2.8,12.99,17.91,26.05,37.47,52.13,"27,010","37,250","54,190","77,930","108,420",,
280,19-4050,nuclear technicians,broad,"6,850",7.3,38.46,"80,000",1.6,23.13,30,38.64,46.69,54.03,"48,110","62,410","80,370","97,120","112,390",,
282,19-4060,social science research assistants,broad,"31,500",4.8,23.57,"49,030",1.6,11.23,16.34,22.12,29.04,37.19,"23,360","33,980","46,000","60,400","77,350",,
284,19-4090,"miscellaneous life, physical, and social science technicians",broad,"145,360",1.1,23.69,"49,270",0.5,13.33,16.37,21.97,28.71,37.14,"27,720","34,040","45,690","59,720","77,260",,
285,19-4091,"environmental science and protection technicians, including health",detailed,"32,840",2.4,23.71,"49,310",0.8,13.57,16.87,21.87,28.76,37.48,"28,230","35,090","45,490","59,820","77,960",,
286,19-4092,forensic science technicians,detailed,"15,070",1.8,29.43,"61,220",0.9,16.29,20.98,27.81,36.15,45.96,"33,880","43,630","57,850","75,190","95,600",,
287,19-4093,forest and conservation technicians,detailed,"30,570",0.9,18.84,"39,180",0.3,12.58,14.12,17.37,22.83,27.12,"26,160","29,360","36,130","47,480","56,410",,
288,19-4099,"life, physical, and social science technicians, all other",detailed,"66,890",2.1,24.6,"51,160",0.7,13.46,17.6,23.12,29.71,37.9,"27,990","36,610","48,090","61,790","78,840",,
289,21-0000,community and social service occupations,major,"2,096,740",0.4,23.1,"48,050",0.4,12.35,15.89,21.08,28.51,37.19,"25,690","33,050","43,840","59,300","77,360",,
290,21-1000,"counselors, social workers, and other community and social service specialists",minor,"2,017,250",0.5,23.11,"48,060",0.3,12.43,15.94,21.09,28.51,37.15,"25,850","33,150","43,860","59,290","77,280",,
291,21-1010,counselors,broad,"687,150",0.7,24.36,"50,670",0.4,12.95,16.8,22.47,29.78,38.5,"26,930","34,950","46,740","61,950","80,080",,
292,21-1012,"educational, guidance, school, and vocational counselors",detailed,"271,350",0.9,28.18,"58,620",0.7,15.7,20.33,26.64,34.73,44.21,"32,660","42,290","55,410","72,240","91,960",,
293,21-1013,marriage and family therapists,detailed,"42,880",4.2,25.89,"53,860",1.5,15.09,18.16,23.45,30.3,39.31,"31,390","37,780","48,790","63,030","81,760",,
294,21-1015,rehabilitation counselors,detailed,"103,840",1.7,18.73,"38,950",0.7,10.59,12.89,16.76,22.66,30.18,"22,040","26,820","34,860","47,140","62,780",,
295,21-1018,"substance abuse, behavioral disorder, and mental health counselors",detailed,"241,930",1,22.38,"46,560",0.5,13.13,16.33,20.82,26.85,34.06,"27,310","33,960","43,300","55,850","70,840",,
296,21-1019,"counselors, all other",detailed,"27,150",3.4,22.89,"47,600",1.2,12.22,15.77,20.85,28.82,36.49,"25,420","32,800","43,370","59,940","75,890",,
297,21-1020,social workers,broad,"644,290",0.8,24.82,"51,630",0.6,14.21,17.59,23.07,30.15,38.34,"29,560","36,590","47,980","62,710","79,740",,
298,21-1021,"child, family, and school social workers",detailed,"306,370",0.8,23.28,"48,430",1,13.71,16.86,21.34,27.91,36.51,"28,520","35,070","44,380","58,050","75,940",,
299,21-1022,healthcare social workers,detailed,"167,730",2,27.31,"56,810",0.7,15.99,20.44,26.38,32.62,39.21,"33,260","42,510","54,870","67,850","81,560",,
300,21-1023,mental health and substance abuse social workers,detailed,"112,040",1.6,22.99,"47,830",0.7,13.09,16.16,20.79,27.85,36.55,"27,230","33,610","43,250","57,930","76,020",,
301,21-1029,"social workers, all other",detailed,"58,150",1.6,29.28,"60,900",0.7,16.65,21.33,29.8,37,41.71,"34,640","44,360","61,980","76,970","86,760",,
302,21-1090,miscellaneous community and social service specialists,broad,"685,810",0.8,20.23,"42,090",0.7,11.08,13.9,18.11,24.2,32.44,"23,050","28,920","37,670","50,330","67,480",,
303,21-1091,health educators,detailed,"58,040",1.7,28.37,"59,010",1.5,15.12,19.04,25.93,35.35,46.71,"31,440","39,600","53,940","73,530","97,160",,
304,21-1092,probation officers and correctional treatment specialists,detailed,"87,700",0.8,27.23,"56,630",0.7,16.31,19.61,24.71,33.13,43.69,"33,920","40,800","51,410","68,900","90,880",,
305,21-1093,social and human service assistants,detailed,"384,080",1.2,17.05,"35,460",0.9,10.33,12.56,15.92,20.15,25.66,"21,480","26,130","33,120","41,910","53,380",,
306,21-1094,community health workers,detailed,"54,760",2.1,20.36,"42,340",0.8,12.09,14.86,18.45,24.22,31.01,"25,150","30,900","38,370","50,390","64,500",,
307,21-1099,"community and social service specialists, all other",detailed,"101,230",1.5,21.53,"44,780",0.8,12.27,15.47,19.99,26.05,33.72,"25,530","32,170","41,570","54,180","70,130",,
308,21-2000,religious workers,minor,"79,490",1.6,23.02,"47,880",0.8,10.22,14.36,20.87,28.58,38.22,"21,260","29,880","43,410","59,440","79,490",,
309,21-2010,clergy,broad,"49,850",1.8,24.43,"50,800",0.8,12.23,16.42,22.65,29.63,38.49,"25,430","34,150","47,100","61,630","80,060",,
311,21-2020,"directors, religious activities and education",broad,"21,430",3,21.86,"45,470",1.7,9.71,12.58,18.74,27.3,39.7,"20,190","26,160","38,980","56,780","82,570",,
313,21-2090,miscellaneous religious workers,broad,"8,210",5.2,17.49,"36,380",4,9.15,10.26,14.09,19.46,28.76,"19,020","21,330","29,310","40,470","59,820",,
314,21-2099,"religious workers, all other",detailed,"8,210",5.2,17.49,"36,380",4,9.15,10.26,14.09,19.46,28.76,"19,020","21,330","29,310","40,470","59,820",,
315,23-0000,legal occupations,major,"1,095,770",0.4,51.62,"107,370",0.6,17.77,25.17,38.5,67.39,#,"36,970","52,340","80,080","140,170",#,,
316,23-1000,"lawyers, judges, and related workers",minor,"692,660",0.6,66.18,"137,660",0.6,26.17,36.25,55.87,82.74,#,"54,430","75,390","116,210","172,110",#,,
317,23-1010,lawyers and judicial law clerks,broad,"643,630",0.6,67.26,"139,900",0.6,26.78,36.66,56.26,84.51,#,"55,690","76,250","117,020","175,780",#,,
318,23-1011,lawyers,detailed,"628,370",0.6,68.22,"141,890",0.6,27.61,37.56,57.33,85.81,#,"57,430","78,130","119,250","178,480",#,,
319,23-1012,judicial law clerks,detailed,"15,260",2.4,27.84,"57,920",2.8,15.86,19.46,24.68,31.72,46.75,"32,990","40,470","51,330","65,970","97,230",,
320,23-1020,"judges, magistrates, and other judicial workers",broad,"49,030",0.8,52.09,"108,340",0.9,18.29,28.91,50.89,71.56,87.12,"38,040","60,140","105,840","148,840","181,220",,
321,23-1021,"administrative law judges, adjudicators, and hearing officers",detailed,"14,480",0.4,47.25,"98,280",0.6,20.68,31.62,45.57,60.78,81.28,"43,010","65,760","94,790","126,420","169,050",,
322,23-1022,"arbitrators, mediators, and conciliators",detailed,"6,110",5.3,35.11,"73,020",2.5,17.21,21.53,29.17,43.84,59.89,"35,800","44,770","60,670","91,190","124,570",,
323,23-1023,"judges, magistrate judges, and magistrates",detailed,"28,440",0.6,58.2,"121,050",0.6,17.14,32.39,64.34,78.2,92.66,"35,650","67,380","133,840","162,650","192,740",,
324,23-2000,legal support workers,minor,"403,110",0.9,26.6,"55,330",0.4,14.61,18.42,24.34,31.51,41.63,"30,390","38,320","50,630","65,540","86,590",,
325,23-2010,paralegals and legal assistants,broad,"290,410",1.1,25.92,"53,910",0.5,14.97,18.57,24.24,31.1,39.03,"31,130","38,630","50,410","64,680","81,180",,
327,23-2090,miscellaneous legal support workers,broad,"112,700",2,28.36,"59,000",0.8,13.65,18.01,24.66,33.6,49.81,"28,400","37,450","51,290","69,880","103,600",,
328,23-2091,court reporters,detailed,"15,220",3.8,28.88,"60,060",2.1,12.58,17.93,26.5,37.39,48.21,"26,160","37,290","55,120","77,760","100,270",,
329,23-2093,"title examiners, abstractors, and searchers",detailed,"53,040",3.6,24.61,"51,180",1.2,13.27,16.95,22.53,29.24,38.04,"27,600","35,260","46,850","60,830","79,120",,
330,23-2099,"legal support workers, all other",detailed,"44,440",2.4,32.67,"67,960",1.1,15.1,19.73,26.98,42.77,62,"31,410","41,040","56,120","88,960","128,950",,
331,25-0000,"education, training, and library occupations",major,"8,727,710",0.3,26.67,"55,470",0.5,10.71,15.42,23.43,33.09,45.62,"22,270","32,070","48,740","68,830","94,900",,
332,25-1000,postsecondary teachers,minor,"1,525,170",0.9,*,"82,880",1,*,*,*,*,*,"29,720","46,120","67,140","100,990","155,230",TRUE,
333,25-1010,"business teachers, postsecondary",broad,"84,340",1.5,*,"100,270",1.2,*,*,*,*,*,"37,170","53,150","80,300","125,780","191,760",TRUE,
335,25-1020,"math and computer teachers, postsecondary",broad,"83,100",1.4,*,"87,380",1,*,*,*,*,*,"40,200","53,430","73,780","105,760","155,870",TRUE,
336,25-1021,"computer science teachers, postsecondary",detailed,"32,230",2,*,"91,590",1.1,*,*,*,*,*,"41,270","56,070","78,630","113,930","159,180",TRUE,
337,25-1022,"mathematical science teachers, postsecondary",detailed,"50,870",1.4,*,"84,710",1,*,*,*,*,*,"39,580","51,960","70,910","101,270","153,080",TRUE,
338,25-1030,"engineering and architecture teachers, postsecondary",broad,"44,780",2,*,"106,770",1.2,*,*,*,*,*,"48,070","68,630","95,550","131,450","178,970",TRUE,
339,25-1031,"architecture teachers, postsecondary",detailed,"7,280",5.3,*,"91,000",3.1,*,*,*,*,*,"42,460","57,130","80,050","110,980","152,540",TRUE,
340,25-1032,"engineering teachers, postsecondary",detailed,"37,500",2,*,"109,830",1.2,*,*,*,*,*,"50,280","71,400","98,360","135,370","183,590",TRUE,
341,25-1040,"life sciences teachers, postsecondary",broad,"62,710",1.5,*,"92,790",1,*,*,*,*,*,"43,140","57,400","79,710","114,040","159,470",TRUE,
342,25-1041,"agricultural sciences teachers, postsecondary",detailed,"10,800",3.6,*,"91,690",2.2,*,*,*,*,*,"42,290","59,300","86,140","115,920","149,260",TRUE,
343,25-1042,"biological science teachers, postsecondary",detailed,"49,910",1.6,*,"93,010",1,*,*,*,*,*,"43,160","56,920","78,240","113,270","162,470",TRUE,
344,25-1043,"forestry and conservation science teachers, postsecondary",detailed,"2,000",5.7,*,"93,200",1.8,*,*,*,*,*,"48,260","63,910","87,420","116,450","147,740",TRUE,
345,25-1050,"physical sciences teachers, postsecondary",broad,"51,530",1.4,*,"94,740",1,*,*,*,*,*,"44,860","59,250","81,230","116,720","161,710",TRUE,
346,25-1051,"atmospheric, earth, marine, and space sciences teachers, postsecondary",detailed,"10,730",3.5,*,"98,560",1.2,*,*,*,*,*,"46,570","62,800","87,380","123,480","163,860",TRUE,
347,25-1052,"chemistry teachers, postsecondary",detailed,"21,090",1.6,*,"90,610",1,*,*,*,*,*,"43,110","56,720","77,190","107,650","157,130",TRUE,
348,25-1053,"environmental science teachers, postsecondary",detailed,"5,990",3.2,*,"87,660",1.4,*,*,*,*,*,"43,970","57,240","76,360","108,490","150,070",TRUE,
349,25-1054,"physics teachers, postsecondary",detailed,"13,710",1.6,*,"101,190",1.3,*,*,*,*,*,"47,630","62,640","87,340","124,060","171,920",TRUE,
350,25-1060,"social sciences teachers, postsecondary",broad,"115,860",1.2,*,"89,600",1.1,*,*,*,*,*,"37,760","54,460","76,210","108,880","160,840",TRUE,
351,25-1061,"anthropology and archeology teachers, postsecondary",detailed,"5,770",2.3,*,"93,500",1.5,*,*,*,*,*,"44,690","59,610","81,580","117,480","160,390",TRUE,
352,25-1062,"area, ethnic, and cultural studies teachers, postsecondary",detailed,"9,850",2.1,*,"83,330",1.8,*,*,*,*,*,"35,640","50,590","72,230","101,570","150,830",TRUE,
353,25-1063,"economics teachers, postsecondary",detailed,"12,770",1.8,*,"114,820",1.5,*,*,*,*,*,"48,610","68,860","98,350","139,400","201,980",TRUE,
354,25-1064,"geography teachers, postsecondary",detailed,"3,980",2.6,*,"87,810",1.3,*,*,*,*,*,"42,460","58,450","78,040","105,660","147,340",TRUE,
355,25-1065,"political science teachers, postsecondary",detailed,"16,200",1.7,*,"98,620",1.9,*,*,*,*,*,"43,760","59,590","81,430","117,520","177,850",TRUE,
356,25-1066,"psychology teachers, postsecondary",detailed,"37,090",1.9,*,"85,050",1.1,*,*,*,*,*,"38,090","53,890","73,770","102,580","148,840",TRUE,
357,25-1067,"sociology teachers, postsecondary",detailed,"13,630",1.5,*,"83,840",1.1,*,*,*,*,*,"40,340","54,550","73,080","99,220","139,200",TRUE,
358,25-1069,"social sciences teachers, postsecondary, all other",detailed,"16,580",2.5,*,"79,050",3.9,*,*,*,*,*,"21,760","41,890","64,480","98,910","164,410",TRUE,
